system:index,LST_jour_C,LST_nuit_C,amplitude_C,annee,date,jour,mois,source,zone,.geo
1_1_1_1_1_1_1_1_2_2008_01_26,14.352757091379374,5.860280373831813,8.49247671754756,2008,2008-01-26,26,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_01_27,-9999,-9999,-9999,2008,2008-01-27,27,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_01_28,9.044532825880196,6.481011344904459,2.563521480975737,2008,2008-01-28,28,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_01_29,11.339878565377091,4.516918367346932,6.8229601980301595,2008,2008-01-29,29,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_01_30,-9999,-9999,-9999,2008,2008-01-30,30,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_01_31,10.29784081884759,3.429408933547222,6.868431885300367,2008,2008-01-31,31,1,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_01,-9999,-9999,-9999,2008,2008-02-01,1,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_02,10.727366719024246,3.361702014846287,7.365664704177959,2008,2008-02-02,2,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_03,11.204800474120987,-9999,-9999,2008,2008-02-03,3,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_04,-9999,5.276811030908732,-9999,2008,2008-02-04,4,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_05,10.772835365853723,5.8469152033883915,4.9259201624653315,2008,2008-02-05,5,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_06,13.979404195804193,9.036566484517323,4.94283771128687,2008,2008-02-06,6,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_07,12.792087019317535,6.582921997914866,6.209165021402669,2008,2008-02-07,7,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_08,14.877037854054436,6.385581636175289,8.491456217879147,2008,2008-02-08,8,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_09,13.608469105971608,5.197857806299112,8.410611299672496,2008,2008-02-09,9,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_10,14.090370511115339,5.375566579634381,8.714803931480958,2008,2008-02-10,10,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_11,12.706464278873796,3.963578490252189,8.742885788621606,2008,2008-02-11,11,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_12,12.760288369112459,5.001763239875402,7.758525129237057,2008,2008-02-12,12,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_13,13.311315836457823,4.786585669781971,8.524730166675852,2008,2008-02-13,13,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_14,12.33306005221931,5.51868308643094,6.8143769657883695,2008,2008-02-14,14,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_15,13.296217241683507,4.07056955471171,9.225647686971797,2008,2008-02-15,15,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_16,13.376321574188978,5.886980499426443,7.489341074762535,2008,2008-02-16,16,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_17,13.655370187561687,-9999,-9999,2008,2008-02-17,17,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_18,10.881888760139134,4.194171082513151,6.687717677625983,2008,2008-02-18,18,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_19,-9999,3.89533681462143,-9999,2008,2008-02-19,19,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_20,16.431691404901528,7.243538461538492,9.188152943363036,2008,2008-02-20,20,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_21,15.239344929681806,8.357606060606031,6.881738869075775,2008,2008-02-21,21,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_22,16.34656902233621,8.086782812782019,8.259786209554193,2008,2008-02-22,22,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_23,-9999,7.8865453247681785,-9999,2008,2008-02-23,23,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_24,-9999,-9999,-9999,2008,2008-02-24,24,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_25,-9999,4.849765716517027,-9999,2008,2008-02-25,25,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_26,-9999,1.9883645833334072,-9999,2008,2008-02-26,26,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_27,16.425359727543594,-9999,-9999,2008,2008-02-27,27,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_28,-9999,-9999,-9999,2008,2008-02-28,28,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_02_29,17.244271604938262,-9999,-9999,2008,2008-02-29,29,2,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_01,-9999,11.861577990913645,-9999,2008,2008-03-01,1,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_02,20.712433375904652,10.661259645061705,10.051173730842947,2008,2008-03-02,2,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_03,17.80345529858465,9.809690431519584,7.993764867065067,2008,2008-03-03,3,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_04,10.056795221127686,4.450769025367265,5.606026195760421,2008,2008-03-04,4,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_05,11.212938711367258,2.8684294519968034,8.344509259370454,2008,2008-03-05,5,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_06,-9999,-9999,-9999,2008,2008-03-06,6,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_07,-9999,4.108161228837275,-9999,2008,2008-03-07,7,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_08,14.725902912621393,7.402710997442455,7.323191915178938,2008,2008-03-08,8,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_09,-9999,-9999,-9999,2008,2008-03-09,9,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_10,-9999,-0.5299999999999727,-9999,2008,2008-03-10,10,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_11,5.46743866687234,6.7900000000000205,-1.3225613331276804,2008,2008-03-11,11,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_12,-9999,10.98678115291682,-9999,2008,2008-03-12,12,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_13,17.774967703040147,9.61848954161104,8.156478161429106,2008,2008-03-13,13,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_14,20.174632605163367,10.092845326716429,10.081787278446939,2008,2008-03-14,14,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_15,-9999,10.564163694206115,-9999,2008,2008-03-15,15,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_16,19.7401967067201,-9999,-9999,2008,2008-03-16,16,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_17,16.5191461797408,8.869659793814492,7.649486385926309,2008,2008-03-17,17,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_18,19.08740566889327,7.242913358646888,11.84449231024638,2008,2008-03-18,18,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_19,-9999,5.941552816009448,-9999,2008,2008-03-19,19,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_20,17.98412276957231,5.457216785848743,12.526905983723566,2008,2008-03-20,20,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_21,-9999,-9999,-9999,2008,2008-03-21,21,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_22,16.40513994910947,-9999,-9999,2008,2008-03-22,22,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_23,14.603176680017782,3.217999999999961,11.385176680017821,2008,2008-03-23,23,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_24,12.001439317493748,-9999,-9999,2008,2008-03-24,24,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_25,17.799662661326238,7.060375478927142,10.739287182399096,2008,2008-03-25,25,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_26,17.767585028961832,-9999,-9999,2008,2008-03-26,26,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_27,20.105293260473616,7.309116777843371,12.796176482630244,2008,2008-03-27,27,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_28,18.976878497923792,7.018282504012802,11.95859599391099,2008,2008-03-28,28,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_29,22.220563840112902,5.487261208577024,16.733302631535878,2008,2008-03-29,29,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_30,-9999,-9999,-9999,2008,2008-03-30,30,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_03_31,-9999,-9999,-9999,2008,2008-03-31,31,3,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_01,21.131752934222675,9.091841004184175,12.0399119300385,2008,2008-04-01,1,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_02,-9999,-9999,-9999,2008,2008-04-02,2,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_03,14.783188772437029,10.640362443907406,4.1428263285296225,2008,2008-04-03,3,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_04,20.140015533310304,-9999,-9999,2008,2008-04-04,4,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_05,24.343191232309266,-9999,-9999,2008,2008-04-05,5,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_06,21.473065535295177,10.450633548045573,11.022431987249604,2008,2008-04-06,6,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_07,20.397149362477194,-9999,-9999,2008,2008-04-07,7,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_08,-9999,7.3700000000000045,-9999,2008,2008-04-08,8,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_09,-9999,11.386402017560272,-9999,2008,2008-04-09,9,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_10,10.350000000000023,13.388011428571417,-3.0380114285713944,2008,2008-04-10,10,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_11,15.243622887357162,-9999,-9999,2008,2008-04-11,11,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_12,-9999,10.065405591991748,-9999,2008,2008-04-12,12,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_13,20.93839049626365,10.255946350325928,10.682444145937723,2008,2008-04-13,13,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_14,21.818157868575383,10.45607743658212,11.362080431993263,2008,2008-04-14,14,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_15,19.854184685110056,8.939101291892825,10.91508339321723,2008,2008-04-15,15,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_16,16.273152135125486,-9999,-9999,2008,2008-04-16,16,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_17,14.685757575757634,0.9641895194135373,13.721568056344097,2008,2008-04-17,17,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_18,-6.989999999999952,-9999,-9999,2008,2008-04-18,18,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_19,22.250733817929984,11.455028018899043,10.79570579903094,2008,2008-04-19,19,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_20,-9999,-9999,-9999,2008,2008-04-20,20,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_21,20.05089137529137,10.16499425947194,9.885897115819432,2008,2008-04-21,21,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_22,14.301423830069666,11.275879839786398,3.0255439902832677,2008,2008-04-22,22,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_23,26.091413479052846,12.22224787363308,13.869165605419767,2008,2008-04-23,23,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_24,25.41076160474381,14.971567670192599,10.439193934551213,2008,2008-04-24,24,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_25,11.945946317962864,14.815826728614468,-2.8698804106516036,2008,2008-04-25,25,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_26,28.720468997669002,12.000000000000057,16.720468997668945,2008,2008-04-26,26,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_27,20.13697191915577,-9999,-9999,2008,2008-04-27,27,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_28,-9999,-9999,-9999,2008,2008-04-28,28,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_29,21.744406932659274,10.91478167255184,10.829625260107434,2008,2008-04-29,29,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_04_30,-9999,11.873605565638343,-9999,2008,2008-04-30,30,4,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_01,24.695763698932353,10.122857142857185,14.572906556075168,2008,2008-05-01,1,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_02,18.974988490182852,12.975376849434326,5.999611640748526,2008,2008-05-02,2,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_03,18.34101341281672,13.412121418826814,4.928891993989907,2008,2008-05-03,3,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_04,24.35700424178151,-9999,-9999,2008,2008-05-04,4,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_05,27.562931158121273,-9999,-9999,2008,2008-05-05,5,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_06,-9999,13.37300656010342,-9999,2008,2008-05-06,6,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_07,30.177332568604925,14.630463933258739,15.546868635346186,2008,2008-05-07,7,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_08,27.506345910814105,-9999,-9999,2008,2008-05-08,8,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_09,-9999,-9999,-9999,2008,2008-05-09,9,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_10,-9999,-9999,-9999,2008,2008-05-10,10,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_11,-9999,14.03000000000003,-9999,2008,2008-05-11,11,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_12,-9999,-9999,-9999,2008,2008-05-12,12,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_13,-9999,-9999,-9999,2008,2008-05-13,13,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_14,27.665835346910626,-9999,-9999,2008,2008-05-14,14,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_15,-9999,-9999,-9999,2008,2008-05-15,15,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_16,-9999,-9999,-9999,2008,2008-05-16,16,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_17,-9999,-9999,-9999,2008,2008-05-17,17,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_18,26.78177331840493,-9999,-9999,2008,2008-05-18,18,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_19,-9999,-9999,-9999,2008,2008-05-19,19,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_20,18.1324397083568,-9999,-9999,2008,2008-05-20,20,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_21,30.863094421375592,16.573959507944664,14.289134913430928,2008,2008-05-21,21,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_22,27.1180523847446,15.250000000000057,11.868052384744544,2008,2008-05-22,22,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_23,-9999,-9999,-9999,2008,2008-05-23,23,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_24,26.951883390494856,-9999,-9999,2008,2008-05-24,24,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_25,-9999,-9999,-9999,2008,2008-05-25,25,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_26,-9999,-9999,-9999,2008,2008-05-26,26,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_27,-9999,-9999,-9999,2008,2008-05-27,27,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_28,-9999,-9999,-9999,2008,2008-05-28,28,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_29,-9999,-9999,-9999,2008,2008-05-29,29,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_30,27.162718002353245,16.85293721973096,10.309780782622283,2008,2008-05-30,30,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_05_31,-9999,-9999,-9999,2008,2008-05-31,31,5,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_01,-9999,-9999,-9999,2008,2008-06-01,1,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_02,28.02945862633652,16.9487380497132,11.080720576623321,2008,2008-06-02,2,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_03,22.204803149606278,-9999,-9999,2008,2008-06-03,3,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_04,28.024258823529465,-9999,-9999,2008,2008-06-04,4,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_05,24.613796083965497,-9999,-9999,2008,2008-06-05,5,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_06,-9999,-9999,-9999,2008,2008-06-06,6,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_07,23.33444080082853,12.158239700374565,11.176201100453966,2008,2008-06-07,7,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_08,19.22505478799434,16.984653911086184,2.2404008769081543,2008,2008-06-08,8,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_09,-9999,-9999,-9999,2008,2008-06-09,9,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_10,30.984001330672015,18.56393127078502,12.420070059886996,2008,2008-06-10,10,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_11,-9999,-9999,-9999,2008,2008-06-11,11,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_12,30.004872451312053,20.068552246340232,9.936320204971821,2008,2008-06-12,12,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_1_1_1_1_2_2008_06_13,29.599492578529464,17.144663347044855,12.45482923148461,2008,2008-06-13,13,6,MODIS_LST,centre_ville,"{""type"":""MultiPoint"",""coordinates"":[]}"
