system:index,LST_jour_C,LST_nuit_C,amplitude_C,annee,date,jour,mois,source,zone,.geo
1_1_1_1_2_2016_09_22,28.129370568909053,14.603449327759677,13.525921241149376,2016,2016-09-22,22,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_23,29.958685045948243,14.78985925189329,15.168825794054953,2016,2016-09-23,23,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_24,26.23828216578289,-9999,-9999,2016,2016-09-24,24,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_25,29.8906566582628,-9999,-9999,2016,2016-09-25,25,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_26,26.878874116660825,-9999,-9999,2016,2016-09-26,26,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_27,27.287176602924603,14.631289265536793,12.65588733738781,2016,2016-09-27,27,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_28,27.890268448900088,-9999,-9999,2016,2016-09-28,28,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_29,28.411884867885647,15.787357839041988,12.624527028843659,2016,2016-09-29,29,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_09_30,-9999,16.448771372876706,-9999,2016,2016-09-30,30,9,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_01,-9999,-9999,-9999,2016,2016-10-01,1,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_02,-9999,14.808097748489729,-9999,2016,2016-10-02,2,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_03,23.40703679297087,12.397096739189465,11.009940053781406,2016,2016-10-03,3,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_04,27.355055367231728,12.783681982734663,14.571373384497065,2016,2016-10-04,4,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_05,23.63030730707942,-9999,-9999,2016,2016-10-05,5,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_06,-9999,11.969767947788398,-9999,2016,2016-10-06,6,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_07,20.55666592266067,12.151100620447778,8.405565302212892,2016,2016-10-07,7,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_08,20.69640670319052,10.886194454994325,9.810212248196194,2016,2016-10-08,8,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_09,20.817842563566728,9.156371224601855,11.661471338964873,2016,2016-10-09,9,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_10,13.95059002169205,-9999,-9999,2016,2016-10-10,10,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_11,20.591598639455867,8.980758923668304,11.610839715787563,2016,2016-10-11,11,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_12,-9999,-9999,-9999,2016,2016-10-12,12,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_13,-9999,-9999,-9999,2016,2016-10-13,13,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_14,-9999,11.631656923531239,-9999,2016,2016-10-14,14,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_15,21.491116628175575,11.126727073036875,10.3643895551387,2016,2016-10-15,15,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_16,22.154299363057305,-9999,-9999,2016,2016-10-16,16,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_17,-9999,11.230345862008107,-9999,2016,2016-10-17,17,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_18,20.60190115321251,10.84754051796159,9.754360635250919,2016,2016-10-18,18,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_19,18.708774890130712,9.874167977863351,8.834606912267361,2016,2016-10-19,19,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_20,15.804796610169547,7.313739273927354,8.491057336242193,2016,2016-10-20,20,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_21,18.662911936514945,6.991052396629698,11.671859539885247,2016,2016-10-21,21,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_22,19.62027405991074,-9999,-9999,2016,2016-10-22,22,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_23,-9999,-9999,-9999,2016,2016-10-23,23,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_24,-9999,-9999,-9999,2016,2016-10-24,24,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_25,-9999,-9999,-9999,2016,2016-10-25,25,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_26,-9999,12.787896760022022,-9999,2016,2016-10-26,26,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_27,21.752279827937684,12.242194931773952,9.510084896163733,2016,2016-10-27,27,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_28,19.521609787857415,10.348387366776478,9.173222421080936,2016,2016-10-28,28,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_29,21.330267034990925,10.580470403125275,10.74979663186565,2016,2016-10-29,29,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_30,22.146325391954633,11.155898120213465,10.990427271741169,2016,2016-10-30,30,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_10_31,20.856359155447706,13.150747134187498,7.705612021260208,2016,2016-10-31,31,10,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_01,21.06404616178753,12.599423645595209,8.464622516192321,2016,2016-11-01,1,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_02,15.571492537313475,10.663657331136676,4.907835206176799,2016,2016-11-02,2,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_03,14.52894901583096,8.993829417828636,5.535119598002325,2016,2016-11-03,3,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_04,13.516276816609036,-9999,-9999,2016,2016-11-04,4,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_05,-9999,-9999,-9999,2016,2016-11-05,5,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_06,13.787752699256714,4.2668799777221125,9.520872721534602,2016,2016-11-06,6,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_07,12.788913373860282,3.731987955075681,9.056925418784601,2016,2016-11-07,7,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_08,12.29295480440561,3.764676780255911,8.5282780241497,2016,2016-11-08,8,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_09,-9999,4.4023875035828155,-9999,2016,2016-11-09,9,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_10,-9999,-3.2368085106382978,-9999,2016,2016-11-10,10,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_11,13.141725228787777,5.638606080561999,7.503119148225778,2016,2016-11-11,11,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_12,4.913652802893296,-9999,-9999,2016,2016-11-12,12,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_13,-9999,-9999,-9999,2016,2016-11-13,13,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_14,-9999,4.7761870022832795,-9999,2016,2016-11-14,14,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_15,-9999,5.026536270413999,-9999,2016,2016-11-15,15,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_16,14.806622561724225,4.988776920249904,9.817845641474321,2016,2016-11-16,16,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_17,15.882948836199887,8.522262687969999,7.360686148229888,2016,2016-11-17,17,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_18,-9999,-9999,-9999,2016,2016-11-18,18,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_19,16.49808538732401,-9999,-9999,2016,2016-11-19,19,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_20,10.387321959928613,-9999,-9999,2016,2016-11-20,20,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_21,-9999,-9999,-9999,2016,2016-11-21,21,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_22,-9999,-9999,-9999,2016,2016-11-22,22,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_23,17.586517165399187,-9999,-9999,2016,2016-11-23,23,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_24,-9999,-9999,-9999,2016,2016-11-24,24,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_25,11.770000000000039,-9999,-9999,2016,2016-11-25,25,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_26,14.379612117147417,-9999,-9999,2016,2016-11-26,26,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_27,12.578679846238288,5.330187059859327,7.248492786378961,2016,2016-11-27,27,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_28,13.91010890124386,6.709793860631862,7.200315040611997,2016,2016-11-28,28,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_29,9.703816425120863,4.916196082746524,4.787620342374339,2016,2016-11-29,29,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_11_30,12.15760941544761,4.379817341549369,7.77779207389824,2016,2016-11-30,30,11,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_01,9.495531470070489,1.8183349807798095,7.677196489290679,2016,2016-12-01,1,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_02,7.768182624113479,2.0686545853926646,5.699528038720814,2016,2016-12-02,2,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_03,13.243637519872834,7.169883265607723,6.073754254265111,2016,2016-12-03,3,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_04,13.39885704838531,-9999,-9999,2016,2016-12-04,4,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_05,11.62521424378798,8.418155824426208,3.207058419361772,2016,2016-12-05,5,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_06,14.747691932071007,7.007027011974401,7.740664920096606,2016,2016-12-06,6,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_07,13.9789989691281,5.671479253689824,8.307519715438275,2016,2016-12-07,7,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_08,11.94175845043685,2.607130920731379,9.334627529705472,2016,2016-12-08,8,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_09,13.819475459409261,4.031632408102041,9.78784305130722,2016,2016-12-09,9,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_10,-9999,5.361548872180435,-9999,2016,2016-12-10,10,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_11,10.270000000000039,-9999,-9999,2016,2016-12-11,11,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_12,10.567591594234898,4.298422166527416,6.269169427707482,2016,2016-12-12,12,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_13,13.34524242603203,8.030419175027873,5.314823251004157,2016,2016-12-13,13,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_14,14.543853707526807,8.015700170357832,6.528153537168976,2016,2016-12-14,14,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_15,-9999,-9999,-9999,2016,2016-12-15,15,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_16,-9999,6.586357966252706,-9999,2016,2016-12-16,16,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_17,11.765648586203213,3.9526555277082593,7.812993058494953,2016,2016-12-17,17,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_18,9.956599190283498,2.371522240527156,7.585076949756342,2016,2016-12-18,18,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_19,-9999,-9999,-9999,2016,2016-12-19,19,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_20,-9999,-9999,-9999,2016,2016-12-20,20,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_21,6.870878421387715,6.081554446313362,0.7893239750743533,2016,2016-12-21,21,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_22,13.48380999450842,5.69274320438393,7.791066790124489,2016,2016-12-22,22,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_23,10.15946882968916,5.723024867957804,4.4364439617313565,2016,2016-12-23,23,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_24,8.250125534950143,-9999,-9999,2016,2016-12-24,24,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_25,-9999,-9999,-9999,2016,2016-12-25,25,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_26,-9999,4.242608257804704,-9999,2016,2016-12-26,26,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_27,10.650219112702075,4.095284409726048,6.554934702976027,2016,2016-12-27,27,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_28,11.722729601782248,2.9452007146446704,8.777528887137578,2016,2016-12-28,28,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_29,12.194697570784172,4.859551894563481,7.335145676220691,2016,2016-12-29,29,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_30,-9999,5.1174603873240585,-9999,2016,2016-12-30,30,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2016_12_31,11.224276984611947,4.098686436024138,7.125590548587809,2016,2016-12-31,31,12,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_01,12.336196488173016,6.3730119225037924,5.9631845656692235,2017,2017-01-01,1,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_02,10.904107013334908,-9999,-9999,2017,2017-01-02,2,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_03,6.092555610479565,2.4341904761905084,3.658365134289056,2017,2017-01-03,3,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_04,6.249315580985979,2.6734958813838716,3.575819699602107,2017,2017-01-04,4,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_05,6.764165265042664,0.5224811458954832,6.24168411914718,2017,2017-01-05,5,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_06,5.1356426618049795,-1.7907525922622654,6.926395254067245,2017,2017-01-06,6,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_07,5.823788122882036,-2.390661311619681,8.214449434501716,2017,2017-01-07,7,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_08,-9999,-0.10542943953129225,-9999,2017,2017-01-08,8,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_09,5.45513618677046,-1.3556068580109013,6.810743044781361,2017,2017-01-09,9,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_10,-9999,1.0476963350786264,-9999,2017,2017-01-10,10,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_11,6.69163745862943,2.3239785310735215,4.367658927555908,2017,2017-01-11,11,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_12,10.073812876121394,-9999,-9999,2017,2017-01-12,12,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_13,7.672804477362604,0.909801208127476,6.763003269235128,2017,2017-01-13,13,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_14,4.950622921746856,-0.40433067351142427,5.35495359525828,2017,2017-01-14,14,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_15,6.464640530155464,-1.223849533223472,7.688490063378936,2017,2017-01-15,15,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_16,5.868515176830954,-3.3662910314143915,9.234806208245345,2017,2017-01-16,16,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_17,3.4236122767053985,-9999,-9999,2017,2017-01-17,17,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_18,-9999,-2.819235527101114,-9999,2017,2017-01-18,18,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_19,7.35730703906404,0.363462596947727,6.993844442116313,2017,2017-01-19,19,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_20,10.030850478600541,-9999,-9999,2017,2017-01-20,20,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_21,6.952900215362547,-9999,-9999,2017,2017-01-21,21,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_22,-9999,-9999,-9999,2017,2017-01-22,22,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_23,-9999,-9999,-9999,2017,2017-01-23,23,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_24,6.998570642605671,-9999,-9999,2017,2017-01-24,24,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_25,-9999,1.0960987301320415,-9999,2017,2017-01-25,25,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_26,3.6666834895457896,-9999,-9999,2017,2017-01-26,26,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_27,-9999,-9999,-9999,2017,2017-01-27,27,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_28,-9999,5.3329786296541215,-9999,2017,2017-01-28,28,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_29,10.746324965636973,3.642963691647253,7.103361273989719,2017,2017-01-29,29,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_30,-9999,-9999,-9999,2017,2017-01-30,30,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_01_31,-9999,-9999,-9999,2017,2017-01-31,31,1,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_01,-9999,-9999,-9999,2017,2017-02-01,1,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_02,13.951994076999142,-9999,-9999,2017,2017-02-02,2,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_03,-9999,-9999,-9999,2017,2017-02-03,3,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_04,-9999,-9999,-9999,2017,2017-02-04,4,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_05,-9999,4.01161366778598,-9999,2017,2017-02-05,5,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_06,9.09123349471838,4.443648767605794,4.647584727112587,2017,2017-02-06,6,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_07,-9999,-9999,-9999,2017,2017-02-07,7,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_08,-9999,-9999,-9999,2017,2017-02-08,8,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_09,-9999,-9999,-9999,2017,2017-02-09,9,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_10,8.6822802363439,-9999,-9999,2017,2017-02-10,10,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_11,-9999,-9999,-9999,2017,2017-02-11,11,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_12,12.53947184330184,-9999,-9999,2017,2017-02-12,12,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_13,-9999,-9999,-9999,2017,2017-02-13,13,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_14,11.799058171745173,-9999,-9999,2017,2017-02-14,14,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_15,12.278179254152349,7.413804475196741,4.864374778955607,2017,2017-02-15,15,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_16,17.061273933538985,5.491022828720872,11.570251104818112,2017,2017-02-16,16,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_1_1_2_2017_02_17,12.950000000000045,7.009641815910129,5.9403581840899164,2017,2017-02-17,17,2,MODIS_LST,periurbain_nord,"{""type"":""MultiPoint"",""coordinates"":[]}"
