POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13054001;19830101;0,0;1;;;4,6;1;;;9,9;1;;;6,7;1;7,25;1;-0,5;1;0,2;1;;;5,3;1;7,3;1;1030,9;1;;;1,1;1;4,0;1;320;1;;;3,0;1;320;1;;;;;;;;;;;3,8;1;320;1;;;65;1;;;94;1;;;;;;;8,0;1;;;85;1;198;1;514;1;362;1;;;37;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,5;1;0,6;9;;;;;;;;;0;1;;
13054001;19830102;0,0;1;;;-1,1;1;;;8,1;1;;;2,8;1;3,50;1;-4,0;1;-3,9;1;;;9,2;1;3,5;1;1029,7;1;;;2,6;1;9,0;1;360;1;;;8,0;1;360;1;;;;;;;;;;;8,6;1;360;1;;;64;1;;;97;1;;;;;;;6,2;1;;;85;1;288;1;576;1;371;1;;;54;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,6;1;0,7;9;;;;;;;;;0;1;;
13054001;19830103;0,0;1;;;-0,2;1;;;10,4;1;;;4,2;1;5,10;1;-4,0;1;-3,7;1;;;10,6;1;5,1;1;1032,5;1;;;1,1;1;4,0;1;20;1;;;3,0;1;160;1;;;;;;;;;;;3,8;1;20;1;;;62;1;;;97;1;;;;;;;6,8;1;;;86;1;360;1;578;1;324;1;;;67;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,5;1;0,6;9;;;;;;;;;0;1;;
13054001;19830104;0,0;1;;;-0,2;1;;;11,9;1;;;5,1;1;5,85;1;-4,0;1;-3,2;1;;;12,1;1;5,9;1;1031,3;1;;;3,8;1;11,0;1;300;1;;;10,0;1;300;1;;;;;;;;;;;10,4;1;300;1;;;68;1;;;99;1;;;;;;;7,7;1;;;87;1;264;1;615;1;336;1;;;49;1;;;;;;;;;0;1;1;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,8;1;1,1;9;;;;;;;;;0;1;;
13054001;19830105;0,0;1;;;5,6;1;;;15,1;1;;;10,2;1;10,35;1;1,2;1;1,7;1;;;9,5;1;10,4;1;1029,3;1;;;4,9;1;12,0;1;320;1;;;11,0;1;320;1;;;;;;;;;;;11,4;1;320;1;;;66;1;;;93;1;;;;;;;9,9;1;;;82;1;360;1;608;1;300;1;;;67;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,2;1;1,4;9;;;;;;;;;0;1;;
13054001;19830106;0,0;1;;;5,9;1;;;15,9;1;;;10,1;1;10,90;1;0,7;1;1,7;1;;;10,0;1;10,9;1;1027,7;1;;;1,6;1;8,0;1;300;1;;;7,0;1;300;1;;;;;;;;;;;7,6;1;300;1;;;73;1;;;98;1;;;;;;;11,1;1;;;88;1;378;1;610;1;306;1;;;70;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,6;1;0,7;9;;;;;;;;;0;1;;
13054001;19830107;0,0;1;;;7,0;1;;;15,2;1;;;9,8;1;11,10;1;2,3;1;3,3;1;;;8,2;1;11,1;1;1030,5;1;;;5,6;1;17,0;1;340;1;;;14,0;1;340;1;;;;;;;;;;;16,0;1;340;1;;;55;1;;;100;1;;;;;;;9,8;1;;;77;1;360;1;607;1;260;1;;;67;1;;;;;;;;;0;1;1;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,5;1;1,7;9;;;;;;;;;0;1;;
13054001;19830108;0,0;1;;;5,4;1;;;11,2;1;;;7,8;1;8,30;1;3,5;1;3,7;1;;;5,8;1;8,3;1;1033,0;1;;;11,0;1;24,0;1;340;1;;;19,0;1;340;1;;;;;;;;;;;22,4;1;340;1;;;50;1;;;72;1;;;;;;;6,6;1;;;63;1;480;1;738;1;271;1;;;89;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;2,5;1;2,4;9;;;;;;;;;0;1;;
13054001;19830109;0,0;1;;;-0,7;1;;;12,1;1;;;5,0;1;5,70;1;-5,0;1;-4,5;1;;;12,8;1;5,7;1;1036,4;1;;;2,4;1;10,0;1;360;1;;;7,0;1;360;1;;;;;;;;;;;9,5;1;360;1;;;40;1;;;92;1;;;;;;;5,5;1;;;75;1;486;1;757;1;255;1;;;90;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,1;1;1,2;9;;;;;;;;;0;1;;
13054001;19830110;0,0;1;;;-2,7;1;;;11,3;1;;;2,6;1;4,30;1;-6,9;1;-6,2;1;;;14,0;1;4,3;1;1036,9;1;;;1,5;1;4,0;1;20;1;;;4,0;1;20;1;;;;;;;;;;;3,8;1;20;1;;;44;1;;;92;1;;;;;;;5,2;1;;;76;1;492;1;769;1;254;1;;;91;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,7;1;0,9;9;;;;;;;;;0;1;;
13054001;19830111;0,0;1;;;-1,5;1;;;12,6;1;;;4,8;1;5,55;1;-5,7;1;-5,2;1;;;14,1;1;5,6;1;1037,6;1;;;1,0;1;6,0;1;100;1;;;5,0;1;100;1;;;;;;;;;;;5,7;1;100;1;;;62;1;;;97;1;;;;;;;7,2;1;;;82;1;456;1;724;1;293;1;;;84;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,5;1;0,7;9;;;;;;;;;0;1;;
13054001;19830112;0,0;1;;;6,5;1;;;12,3;1;;;9,5;1;9,40;1;3,2;1;3,4;1;;;5,8;1;9,4;1;1037,5;1;;;3,8;1;8,0;1;100;1;;;7,0;1;100;1;;;;;;;;;;;7,6;1;100;1;;;60;1;;;81;1;;;;;;;8,2;1;;;71;1;6;1;226;1;221;1;;;1;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,4;1;1,2;9;;;;;;;;;0;1;;
13054001;19830113;0,0;1;;;9,8;1;;;13,9;1;;;11,3;1;11,85;1;8,1;1;8,5;1;;;4,1;1;11,9;1;1031,4;1;;;3,1;1;8,0;1;200;1;;;7,0;1;200;1;;;;;;;;;;;7,6;1;200;1;;;70;1;;;95;1;;;;;;;11,3;1;;;81;1;24;1;277;1;222;1;;;4;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,0;1;1,1;9;;;;;;;;;0;1;;
13054001;19830114;0,0;1;;;5,7;1;;;8,1;1;;;6,6;1;6,90;1;3,3;1;4,0;1;;;2,4;1;6,9;1;1025,0;1;;;7,0;1;19,0;1;340;1;;;15,0;1;340;1;;;;;;;;;;;17,8;1;340;1;;;47;1;;;97;1;;;;;;;7,0;1;;;67;1;306;1;679;1;324;1;;;55;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,5;1;1,7;9;;;;;;;;;0;1;;
13054001;19830115;0,0;1;;;4,4;1;;;12,1;1;;;8,6;1;8,25;1;0,0;1;0,1;1;;;7,7;1;8,3;1;1016,7;1;;;9,1;1;22,0;1;340;1;;;17,0;1;340;1;;;;;;;;;;;20,6;1;340;1;;;55;1;;;88;1;;;;;;;7,6;1;;;70;1;498;1;785;1;257;1;;;90;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,9;1;2,1;9;;;;;;;;;0;1;;
13054001;19830116;0,0;1;;;9,0;1;;;14,7;1;;;11,6;1;11,85;1;7,0;1;8,0;1;;;5,7;1;11,9;1;1020,9;1;;;13,1;1;27,0;1;320;1;;;22,0;1;320;1;;;;;;;;;;;25,1;1;320;1;;;51;1;;;75;1;;;;;;;8,6;1;;;64;1;474;1;865;1;241;1;;;86;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;3,1;1;3,2;9;;;;;;;;;0;1;;
13054001;19830117;0,0;1;;;9,2;1;;;14,4;1;;;10,4;1;11,80;1;7,3;1;7,4;1;;;5,2;1;11,8;1;1024,2;1;;;12,0;1;29,0;1;340;1;;;22,0;1;340;1;;;;;;;;;;;26,9;1;340;1;;;53;1;;;89;1;;;;;;;9,5;1;;;71;1;492;1;921;1;404;1;;;89;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;2,5;1;2,6;9;;;;;;;;;0;1;;
13054001;19830118;0,0;1;;;0,8;1;;;13,7;1;;;5,8;1;7,25;1;-3,3;1;-2,8;1;;;12,9;1;7,3;1;1022,1;1;;;1,5;1;10,0;1;320;1;;;8,0;1;320;1;;;;;;;;;;;9,5;1;320;1;;;69;1;;;99;1;;;;;;;8,6;1;;;84;1;492;1;804;1;266;1;;;88;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,6;1;0,8;9;;;;;;;;;0;1;;
13054001;19830119;0,0;1;;;2,4;1;;;7,9;1;;;6,0;1;5,15;1;-2,0;1;-1,4;1;;;5,5;1;5,2;1;1019,4;1;;;17,1;1;35,0;1;340;1;;;27,0;1;340;1;;;;;;;;;;;32,2;1;340;1;;;44;1;;;77;1;;;;;;;5,1;1;;;56;1;300;1;696;1;303;1;;;54;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;2,6;1;2,7;9;;;;;;;;;0;1;;
13054001;19830120;0,0;1;;;3,1;1;;;6,9;1;;;4,2;1;5,00;1;2,4;1;2,6;1;;;3,8;1;5,0;1;1030,7;1;;;15,4;1;29,0;1;340;1;;;24,0;1;340;1;;;;;;;;;;;26,9;1;340;1;;;40;1;;;68;1;;;;;;;4,6;1;;;55;1;492;1;880;1;290;1;;;88;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;2,8;1;2,6;9;;;;;;;;;0;1;;
13054001;19830121;0,0;1;;;-3,9;1;;;8,7;1;;;2,3;1;2,40;1;-8,6;1;-8,0;1;;;12,6;1;2,4;1;1036,3;1;;;5,1;1;15,0;1;20;1;;;10,0;1;20;1;;;;;;;;;;;14,2;1;20;1;;;39;1;;;80;1;;;;;;;4,0;1;;;62;1;492;1;865;1;277;1;;;87;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;1,7;1;1,7;9;;;;;;;;;0;1;;
13054001;19830122;0,0;1;;;-4,1;1;;;10,3;1;;;1,7;1;3,10;1;-8,0;1;-5,5;1;;;14,4;1;3,1;1;1035,3;1;;;1,1;1;4,0;1;140;1;;;3,0;1;140;1;;;;;;;;;;;3,8;1;140;1;;;42;1;;;90;1;;;;;;;4,7;1;;;70;1;480;1;824;1;309;1;;;85;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,7;1;0,9;9;;;;;;;;;0;1;;
13054001;19830123;0,0;1;;;-2,0;1;;;10,5;1;;;2,6;1;4,25;1;-6,0;1;-5,4;1;;;12,5;1;4,3;1;1035,1;1;;;0,9;1;3,0;1;160;1;;;2,0;1;260;1;;;;;;;;;;;2,9;1;160;1;;;70;1;;;99;1;;;;;;;7,1;1;;;88;1;426;1;786;1;371;1;;;75;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,5;1;0,6;9;;;;;;;;;0;1;;
13054001;19830124;0,0;1;;;-3,0;1;;;11,6;1;;;1,9;1;4,30;1;-6,8;1;-6,0;1;;;14,6;1;4,3;1;1035,7;1;;;0,9;1;3,0;1;260;1;;;3,0;1;260;1;;;;;;;;;;;2,9;1;260;1;;;55;1;;;100;1;;;;;;;6,2;1;;;86;1;438;1;798;1;381;1;;;77;1;;;;;;;;;0;1;1;1;0;1;0;1;0;1;;;;;;;;;;;;;;;0,6;1;0,7;9;;;;;;;;;0;1;;
