POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13054001;20100101;3,8;1;446;9;7,7;1;715;9;9,9;1;1525;9;8,7;1;8,80;1;7,3;1;7,3;9;0;9;2,2;1;8,8;1;996,1;9;987,4;9;7,8;1;19,0;1;280;1;459;1;14,2;1;270;1;501;9;;;;;;;;;17,8;1;280;1;459;1;70;1;2350;9;96;1;757;9;0;9;1178;9;9,3;1;;;85;9;3;1;184;1;;;;;1;1;;;;;;;;;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,1;1;1,1;9;;;;;;;;;0;1;0;1
13054001;20100102;0,0;1;0;9;2,7;1;719;9;5,8;1;1154;9;3,7;1;4,25;1;1,7;1;2,4;9;39;9;3,1;1;4,3;1;1016,4;9;1007,9;9;9,0;1;20,0;1;330;1;1350;9;14,3;1;320;1;1559;9;;;;;;;;;18,7;9;330;1;1350;9;38;1;1452;9;73;1;30;9;19;9;0;9;4,5;1;;;56;9;387;1;738;1;;;;;73;1;;;;;;;;;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;2,0;1;1,8;9;;;;;;;;;0;1;0;1
13054001;20100103;1,4;1;365;9;-3,2;1;641;9;7,4;1;1306;9;3,1;1;2,10;1;-6,3;1;-4,2;9;527;9;10,6;1;2,1;1;1018,4;9;1013,5;9;2,3;1;12,0;1;80;1;2321;9;8,2;1;80;9;2321;9;;;;;;;;;11,4;9;80;1;2321;9;36;1;1331;9;88;1;2059;9;229;9;270;9;4,0;1;;;64;9;31;1;322;1;;;;;6;1;;;;;;;;;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;1,1;1;1,1;9;;;;;;;;;0;1;0;1
13054001;20100104;0,2;1;46;9;5,1;1;138;9;7,8;1;1224;9;6,6;1;6,45;1;4,4;1;4,3;9;0;9;2,7;1;6,5;1;1010,9;9;1007,1;9;3,6;1;10,0;1;80;1;18;9;6,1;1;80;1;1;9;;;;;;;;;9,5;9;80;1;18;9;80;1;1159;9;90;1;138;9;0;9;1440;9;8,2;1;;;83;9;0;1;233;1;;;;;0;1;;;;;;;;;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;0,7;1;0,7;9;;;;;;;;;0;1;0;1
13054001;20100105;0,0;1;0;9;4,7;1;1759;9;9,9;1;1329;9;5,9;1;7,30;1;2,9;1;4,2;9;0;9;5,2;1;7,3;1;1001,6;9;998,8;9;2,2;1;7,0;1;280;1;1500;9;6,3;1;290;1;1509;9;;;;;;;;;6,7;9;280;1;1500;9;68;1;1319;9;91;1;2057;9;0;9;1090;9;8,0;1;;;82;9;119;1;432;1;;;;;22;1;;;;;8;9;270;9;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;0,7;1;0,7;9;;;;;;;;;0;1;0;1
13054001;20100106;0,0;1;0;9;0,7;1;714;9;6,2;1;1304;9;2,6;1;3,45;1;-0,1;1;0,4;9;188;9;5,5;1;3,5;1;1003,3;9;1000,3;9;4,2;1;10,0;1;290;1;441;9;7,9;1;290;1;445;9;;;;;;;;;9,5;9;290;1;441;9;49;1;1313;9;90;1;6;9;0;9;677;9;5,2;1;;;74;9;435;1;773;1;;;;;81;1;;;;;5;9;220;9;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,0;1;0,9;9;;;;;;;;;0;1;0;1
13054001;20100107;32,0;1;832;9;-3,1;1;436;9;6,8;1;1429;9;1,9;1;1,85;1;-7,3;1;-4,4;9;482;9;9,9;1;1,9;1;1005,1;9;999,1;9;2,9;1;11,0;1;60;1;1629;9;8,4;1;350;1;2051;9;;;;;;;;;10,4;9;60;1;1629;9;44;1;1421;9;96;1;2325;9;0;9;879;9;4,5;1;;;79;9;48;1;306;1;;;;;9;1;;;;;;;;;0;9;0;1;1;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,0;1;1,0;9;;;;;;;;;0;1;0;1
13054001;20100108;14,4;1;572;9;1,6;1;2311;9;4,9;1;714;9;3,2;1;3,25;1;0,7;1;1,0;9;0;9;3,3;1;3,3;1;995,6;9;993,0;9;5,4;1;10,0;1;340;1;34;9;8,6;1;340;1;659;9;;;;;;;;;9,5;9;340;1;34;9;89;1;2315;9;97;1;28;9;0;9;1440;9;7,2;1;;;95;9;0;1;54;1;;;;;0;1;;;;;5;9;150;9;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;0,5;1;0,5;9;;;;;;;;1;0;1;0;1
13054001;20100109;0,0;1;118;9;-0,9;1;941;9;0,7;1;1223;9;0,1;1;-0,10;1;-0,6;1;-0,4;9;834;9;1,6;1;-0,1;1;1001,4;9;998,3;9;10,3;1;23,0;1;300;1;2012;9;16,3;1;300;9;2032;9;;;;;;;;;21,5;9;300;1;2012;9;56;1;2018;9;92;1;20;9;0;9;654;9;4,4;1;;;75;9;7;1;339;1;;;;;1;1;;;;;;;;;1;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,1;1;1,0;9;;;;;;;;;0;1;0;1
13054001;20100110;0,0;1;0;9;-0,7;1;2305;9;2,8;1;1424;9;-0,1;1;1,05;1;-1,8;1;-0,9;9;777;9;3,5;1;1,1;1;1012,1;9;1006,3;9;8,3;1;20,0;1;300;1;208;9;14,2;1;310;1;329;9;;;;;;;;;18,7;9;300;1;208;9;57;1;141;9;86;1;2310;9;0;9;186;9;4,6;1;;;68;9;208;1;489;1;;;;;39;1;;;;;;;;;0;9;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,2;1;1,1;9;;;;;;;;;0;1;0;1
