POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13054001;20050101;0,0;1;0;9;-0,7;1;650;9;15,2;1;1329;9;6,7;9;7,25;1;-4,0;1;-2,3;9;138;9;15,9;1;7,3;1;1025,7;9;;;2,8;1;11,0;1;350;9;1830;9;8,0;1;350;9;1835;9;;;;;;;;;10,5;1;350;9;1830;1;43;1;1319;9;89;1;716;9;0;9;501;9;6,3;1;;;71;9;479;1;761;1;109;1;;;90;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1,3;1;1,1;9;;;;;;;;;;;;
13054001;20050102;0,0;1;0;9;5,4;1;606;9;14,8;1;1343;9;9,7;9;10,10;1;1,2;1;3,2;9;0;9;9,4;1;10,1;1;1027,2;9;;;9,4;1;22,0;1;340;9;2143;9;17,0;1;340;9;2357;9;;;;;;;;;20,7;1;340;9;2143;1;50;1;1334;9;89;1;614;9;0;9;489;9;8,2;1;;;67;9;428;1;769;1;124;1;;;81;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;1;9;0;9;0;9;0;9;0;9;0;9;0;9;2,3;1;2,2;9;;;;;;;;;;;;
13054001;20050103;0,0;1;0;9;7,0;1;712;9;10,9;1;1323;9;6,9;9;8,95;1;5,2;1;6,4;9;28;9;3,9;1;9,0;1;1032,4;9;;;8,8;1;25,0;1;340;9;39;1;19,0;1;340;9;47;1;;;;;;;;;23,5;1;340;9;39;1;45;1;1411;9;84;1;2337;9;0;9;88;9;7,1;1;;;60;9;484;1;797;1;125;1;;;91;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;2,1;1;2,1;9;;;;;;;;;;;;
13054001;20050104;0,0;1;0;9;-1,4;1;658;9;12,0;1;1455;9;3,7;9;5,30;1;-5,0;1;-3,0;9;295;9;13,4;1;5,3;1;1033,9;9;;;1,6;1;5,0;1;160;9;244;1;4,0;1;160;9;249;1;;;;;;;;;4,8;1;160;9;244;1;40;1;1417;9;89;1;2207;9;3;9;728;9;5,3;1;;;72;9;485;1;784;1;115;1;;;91;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1;9;0;9;0;9;0;9;0,8;1;0,8;9;;;;;;;;;;;;
13054001;20050105;0,0;1;0;9;-1,9;1;530;1;9,0;1;1341;9;2,6;9;3,55;1;-6,1;1;-3,7;9;434;9;10,9;1;3,6;1;1033,3;9;;;1,4;1;4,0;1;160;9;806;9;3,0;1;160;9;759;9;;;;;;;;;3,8;1;160;9;806;1;54;1;1343;9;94;1;803;9;0;9;927;9;5,6;1;;;80;9;383;1;707;1;247;1;;;72;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1;9;0;9;0;9;0;9;0,5;1;0,6;9;;;;;;;;;;;;
13054001;20050106;0,0;1;0;9;0,2;1;131;1;14,8;1;1313;9;8,2;9;7,50;1;-3,2;1;-1,4;9;0;9;14,6;1;7,5;1;1032,9;9;;;5,4;1;21,0;1;330;9;1333;9;14,0;1;330;9;1339;9;;;;;;;;;19,8;1;330;9;1333;1;49;1;1332;9;92;1;545;1;0;9;490;9;7,0;1;;;71;9;484;1;781;1;143;1;;;91;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1;9;0;9;0;9;0;9;1,8;1;1,7;9;;;;;;;;;;;;
13054001;20050107;0,0;1;0;9;1,0;1;622;9;13,7;1;1520;9;7,2;9;7,35;1;-2,5;1;-0,7;9;0;9;12,7;1;7,4;1;1035,4;9;;;1,4;1;6,0;1;80;9;2154;9;4,0;1;150;9;58;1;;;;;;;;;5,8;1;80;9;2154;1;56;1;1331;9;94;1;2030;9;0;9;920;9;7,5;1;;;80;9;484;1;748;1;146;1;;;90;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0,6;1;0,7;9;;;;;;;;;;;;
13054001;20050108;0,0;1;0;9;5,4;1;1919;1;13,9;1;1332;9;10,7;9;9,65;1;0,5;1;3,3;9;0;9;8,5;1;9,7;1;1033,0;9;;;2,6;1;10,0;1;80;9;153;1;7,0;1;80;9;159;1;;;;;;;;;9,5;1;80;9;153;1;59;1;1257;9;89;1;2343;9;0;9;388;9;8,7;1;;;76;9;5;1;340;1;326;1;;;1;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1,1;1;1,0;9;;;;;;;;;;;;
13054001;20050109;0,0;1;0;9;1,8;1;704;9;12,8;1;1334;9;7,2;9;7,30;1;-1,9;1;0,4;9;0;9;11,0;1;7,3;1;1032,1;9;;;1,3;1;4,0;1;260;9;1537;9;3,0;1;150;9;359;1;;;;;;;;;3,8;1;260;9;1537;1;63;1;1428;9;95;1;905;9;0;9;1131;9;8,0;1;;;86;9;480;1;774;1;169;1;;;89;9;;;;;;;;;0;9;1;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1;9;0;9;0,5;1;0,5;9;;;;;;;;;;;;
13054001;20050110;0,0;1;0;9;7,1;1;1843;1;11,6;1;1408;9;10,3;9;9,35;1;2,3;1;4,9;9;0;9;4,5;1;9,4;1;1033,1;9;;;3,8;1;10,0;1;80;9;1041;9;6,0;1;90;9;209;1;;;;;;;;;9,5;1;80;9;1041;1;65;1;1725;9;82;1;1;1;0;9;26;9;8,6;1;;;71;9;0;1;115;1;115;1;;;0;9;;;;;;;;;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;0;9;1,3;1;1,1;9;;;;;;;;;;;;
