POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13054001;20150101;0,0;1;0;9;0,5;1;736;9;9,5;1;1419;9;3,8;1;5,00;1;-1,6;1;-1,1;1;16;9;9,0;1;5,0;1;1033,7;9;1032,4;9;2,1;1;7,2;1;270;1;1230;9;5,8;1;270;1;1237;9;;;;;;;;;7,0;1;270;1;1230;9;55;1;1345;9;89;1;2332;9;0;9;598;9;6,1;1;;;74;9;500;1;740;1;;;;;94;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;0,7;1;0,8;9;;;;;;;0;1;0;1;0;1
13054001;20150102;0,0;1;0;9;-1,4;1;541;9;13,4;1;1851;9;6,9;1;6,00;1;-3,9;1;-3,5;1;269;9;14,8;1;6,0;1;1032,4;9;1030,3;9;4,2;1;18,1;1;310;1;1851;9;13,3;1;310;1;1856;9;;;;;;;;;17,4;1;310;1;1851;9;28;1;1855;9;90;1;426;9;294;9;568;9;4,6;1;;;62;9;460;1;742;1;;;;;87;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;1,9;1;1,8;9;;;;;;;0;1;0;1;0;1
13054001;20150103;0,0;1;0;9;8,0;1;744;9;16,2;1;1427;9;11,1;1;12,10;1;6,1;1;7,3;1;0;9;8,2;1;12,1;1;1029,3;9;1027,9;9;5,7;1;16,8;1;300;1;24;9;10,6;1;310;1;20;9;;;;;;;;;15,5;1;300;1;24;9;60;1;1219;9;84;1;1722;9;0;9;271;9;10,0;1;;;73;9;431;1;628;1;;;;;81;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,7;1;1,7;9;;;;;;;0;1;0;1;0;1
13054001;20150104;0,0;1;0;9;8,0;1;2043;9;16,3;1;1238;9;11,6;1;12,15;1;6,3;1;6,8;1;0;9;8,3;1;12,2;1;1027,8;9;1026,2;9;8,0;1;19,4;1;330;1;1034;9;14,1;1;320;1;1039;9;;;;;;;;;18,4;1;300;1;1521;9;49;1;1228;9;85;1;554;9;0;9;171;9;9,1;1;;;66;9;519;1;789;1;;;;;97;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;2,4;1;2,2;9;;;;;;;0;1;0;1;0;1
13054001;20150105;0,0;1;0;9;0,1;1;510;9;13,7;1;1524;9;5,4;1;6,90;1;-3,1;1;-2,7;1;0;9;13,6;1;6,9;1;1029,1;9;1025,9;9;1,1;1;3,9;1;350;1;148;9;3,0;1;350;1;156;9;;;;;;;;;3,7;1;350;1;148;9;49;1;1536;9;90;1;423;9;0;9;696;9;6,6;1;;;75;9;516;1;783;1;;;;;97;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;0,6;1;0,8;9;;;;;;;0;1;0;1;0;1
13054001;20150106;0,0;1;0;9;-0,6;1;529;9;11,8;1;1451;9;4,2;1;5,60;1;-4,3;1;-3,4;1;128;9;12,4;1;5,6;1;1024,7;9;1023,1;9;1,1;1;3,9;1;140;1;2234;9;3,4;1;140;9;2234;9;;;;;;;;;3,8;1;140;1;2234;9;44;1;1328;9;87;1;509;9;0;9;563;9;5,6;1;;;73;9;511;1;803;1;;;;;96;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;1;9;0;1;0;9;1;1;0;9;0;9;0;9;0,5;1;0,7;9;;;;;;;0;1;0;1;0;1
13054001;20150107;0,0;1;0;9;-1,7;1;423;9;11,1;1;1409;9;3,7;1;4,70;1;-4,6;1;-3,6;1;368;9;12,8;1;4,7;1;1029,2;9;1026,9;9;1,3;1;4,8;1;120;1;1808;9;3,9;1;120;1;1811;9;;;;;;;;;4,8;1;120;1;1810;9;56;1;1209;9;92;1;2352;9;0;9;911;9;6,2;1;;;78;9;491;1;738;1;;;;;92;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;0,5;1;0,7;9;;;;;;;0;1;0;1;0;1
13054001;20150108;0,0;1;0;9;-1,0;1;717;9;12,6;1;1345;9;5,3;1;5,80;1;-5,1;1;-3,9;1;147;9;13,6;1;5,8;1;1034,4;9;1032,0;9;1,6;1;9,4;1;280;1;0;9;7,7;1;280;9;2359;9;;;;;;;;;8,9;1;280;1;2310;9;51;1;1301;9;93;1;255;9;0;9;788;9;6,4;1;;;79;9;487;1;775;1;;;;;91;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;1;1;0;9;0;9;0;9;0,7;1;0,9;9;;;;;;;0;1;0;1;0;1
13054001;20150109;0,0;1;0;9;4,7;1;1901;9;14,0;1;1311;9;11,1;1;9,35;1;0,2;1;1,0;1;0;9;9,3;1;9,4;1;1035,1;9;1032,8;9;6,0;1;16,1;1;290;1;310;9;13,2;1;290;1;255;9;;;;;;;;;15,7;1;290;1;310;9;51;1;1454;9;80;1;21;9;0;9;2;9;7,5;1;;;67;9;464;1;754;1;;;;;86;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;0;9;0;1;0;9;0;1;0;9;0;9;0;9;1,9;1;2,0;9;;;;;;;0;1;0;1;0;1
13054001;20150110;0,0;1;0;9;8,8;1;718;9;17,4;1;1325;9;11,7;1;13,10;1;5,3;1;6,7;1;0;9;8,6;1;13,1;1;1027,9;9;1024,1;9;2,9;1;9,6;1;270;1;1207;9;8,6;1;270;1;1207;9;;;;;;;;;9,4;1;270;1;1210;9;62;1;1327;9;90;1;724;9;0;9;762;9;11,3;1;;;78;9;431;1;733;1;;;;;80;1;;;;;;;;;0;1;0;1;0;9;0;9;0;9;1;9;0;1;0;9;0;1;0;9;0;9;0;9;1,1;1;1,3;9;;;;;;;0;1;0;1;0;1
