POSTE;DATE;RR;QRR;DRR;QDRR;TN;QTN;HTN;QHTN;TX;QTX;HTX;QHTX;TM;QTM;TMNX;QTMNX;TNSOL;QTNSOL;TN50;QTN50;DG;QDG;TAMPLI;QTAMPLI;TNTXM;QTNTXM;PMERM;QPMERM;PMERMIN;QPMERMIN;FFM;QFFM;FXI;QFXI;DXI;QDXI;HXI;QHXI;FXY;QFXY;DXY;QDXY;HXY;QHXY;FF2M;QFF2M;FXI2;QFXI2;DXI2;QDXI2;HXI2;QHXI2;FXI3S;QFXI3S;DXI3S;QDXI3S;HXI3S;QHXI3S;UN;QUN;HUN;QHUN;UX;QUX;HUX;QHUX;DHUMI40;QDHUMI40;DHUMI80;QDHUMI80;TSVM;QTSVM;DHUMEC;QDHUMEC;UM;QUM;INST;QINST;GLOT;QGLOT;DIFT;QDIFT;DIRT;QDIRT;SIGMA;QSIGMA;INFRART;QINFRART;UV_INDICEX;QUV_INDICEX;NB300;QNB300;BA300;QBA300;NEIG;QNEIG;BROU;QBROU;ORAG;QORAG;GRESIL;QGRESIL;GRELE;QGRELE;ROSEE;QROSEE;VERGLAS;QVERGLAS;SOLNEIGE;QSOLNEIGE;GELEE;QGELEE;FUMEE;QFUMEE;BRUME;QBRUME;ECLAIR;QECLAIR;ETPMON;QETPMON;ETPGRILLE;QETPGRILLE;UV;QUV;TMERMAX;QTMERMAX;TMERMIN;QTMERMIN;HNEIGEF;QHNEIGEF;NEIGETOTX;QNEIGETOTX;NEIGETOT06;QNEIGETOT06
13054001;19920101;0,0;1;;;-2,8;1;420;1;10,8;1;1413;1;3,0;1;4,00;1;-6,3;1;-4,7;1;516;1;13,6;1;4,0;1;1036,1;1;;;1,4;1;4,0;1;160;1;1748;1;3,0;1;190;1;8;1;;;;;;;;;3,8;1;160;1;1748;1;68;1;1415;1;99;1;827;1;0;1;1122;1;6,9;1;;;89;1;399;1;663;1;317;1;;;75;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;0;1;0;9;0;9;1;1;0;9;1;9;0;9;0,4;1;0,5;9;;;;;;;;;0;1;;
13054001;19920102;0,0;1;;;0,1;1;351;1;8,4;1;1501;1;3,7;1;4,25;1;-3,9;1;-2,5;1;0;1;8,3;1;4,3;1;1039,6;1;;;1,0;1;4,0;1;40;1;1741;1;3,0;1;50;1;1751;1;;;;;;;;;3,8;1;40;1;1741;1;87;1;2343;1;100;1;421;1;0;1;1440;1;7,9;1;;;96;1;8;1;400;1;379;1;;;1;1;;;;;;;;;0;1;1;1;0;1;0;1;0;1;0;1;0;9;0;9;1;1;0;9;1;9;0;9;0,3;1;0,4;9;;;;;;;;;0;1;;
13054001;19920103;0,0;1;;;4,8;1;1800;1;12,2;1;2326;1;9,2;1;8,50;1;1,4;1;3,1;1;0;1;7,4;1;8,5;1;1036,7;1;;;1,9;1;8,0;1;120;1;1025;1;5,0;1;120;1;956;1;;;;;;;;;7,6;1;120;1;1025;1;69;1;1118;1;93;1;339;1;0;1;936;1;8,9;1;;;83;1;22;1;302;1;272;1;;;4;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;0;1;0;9;0;9;0;1;0;9;0;9;0;9;0,7;1;0,7;9;;;;;;;;;0;1;;
13054001;19920104;0,0;1;;;5,1;1;644;1;8,1;1;1108;1;7,8;1;6,60;1;0,3;1;2,3;1;0;1;3,0;1;6,6;1;1032,6;1;;;1,5;1;4,0;1;300;1;932;1;3,0;1;170;1;454;1;;;;;;;;;3,8;1;300;1;932;1;91;1;1;1;100;1;718;1;0;1;1440;1;9,3;1;;;99;1;68;1;467;1;396;1;;;12;1;;;;;8;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;9;0;9;0;1;0;9;1;9;0;9;0,3;1;0,4;9;;;;;;;;;0;1;;
13054001;19920105;0,0;1;;;1,9;1;802;1;8,6;1;1509;1;3,6;1;5,25;1;-0,5;1;1,4;1;0;1;6,7;1;5,3;1;1033,4;1;;;0,8;1;4,0;1;60;1;824;1;3,0;1;180;1;1840;1;;;;;;;;;3,8;1;60;1;824;1;79;1;1523;1;100;1;0;1;0;1;1428;1;7,9;1;;;97;1;183;1;529;1;384;1;;;34;1;;;;;8;1;0;1;0;1;1;1;0;1;0;1;0;1;1;1;0;9;0;9;0;1;0;9;1;9;0;9;0,3;1;0,5;9;;;;;;;;;0;1;;
13054001;19920106;0,0;1;;;-1,1;1;706;1;9,5;1;1326;1;3,6;1;4,20;1;-4,4;1;-3,2;1;336;1;10,6;1;4,2;1;1032,6;1;;;0,9;1;6,0;1;120;1;2345;1;5,0;1;120;1;2345;1;;;;;;;;;5,7;1;120;1;2345;1;76;1;1328;1;100;1;0;1;0;1;1296;1;7,3;1;;;93;1;307;1;628;1;295;1;;;57;1;;;;;8;1;0;1;0;1;0;1;0;1;0;1;0;1;1;1;0;9;0;9;0;1;0;9;1;9;0;9;0,3;1;0,4;9;;;;;;;;;0;1;;
13054001;19920107;0,2;1;;;3,5;1;1938;1;12,9;1;139;1;10,0;1;8,20;1;-1,1;1;1,1;1;0;1;9,4;1;8,2;1;1030,2;1;;;4,5;1;9,0;1;180;1;1435;1;6,0;1;120;1;35;1;;;;;;;;;8,6;1;180;1;1435;1;68;1;1221;1;91;1;0;1;0;1;768;1;8,6;1;;;80;1;44;1;416;1;361;1;;;8;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;0;1;0;9;0;9;0;1;0;9;0;9;0;9;1,1;1;1,0;9;;;;;;;;;0;1;;
13054001;19920108;0,0;1;;;11,1;1;2117;1;13,4;1;1002;1;12,8;1;12,25;1;9,2;1;9,5;1;0;1;2,3;1;12,3;1;1024,7;1;;;6,0;1;15,0;1;160;1;1524;1;11,0;1;170;1;1530;1;;;;;;;;;14,2;1;160;1;1524;1;75;1;431;1;86;1;1241;1;0;1;1014;1;11,4;1;;;81;1;3;1;148;1;143;1;;;0;1;;;;;;;;;0;1;0;1;0;1;0;1;0;1;0;1;0;9;0;9;0;1;0;9;0;9;0;9;1,3;1;1,3;9;;;;;;;;;0;1;;
13054001;19920109;9,0;1;;;12,7;1;1617;1;14,6;1;1248;1;13,0;1;13,65;1;10,7;1;11,1;1;0;1;1,9;1;13,7;1;1014,7;1;;;7,5;1;21,0;1;240;1;1931;1;14,0;1;150;1;1537;1;;;;;;;;;19,7;1;240;1;1931;1;74;1;1204;1;97;1;2316;1;0;1;1188;1;13,3;1;;;84;1;2;1;213;1;209;1;;;0;1;;;;;;;;;0;1;0;1;1;1;0;1;0;1;0;1;0;9;0;9;0;1;0;9;0;9;0;9;1,2;1;1,3;9;;;;;;;;;0;1;;
13054001;19920110;2,0;1;;;2,9;1;733;1;10,1;1;1204;1;6,9;1;6,50;1;-0,2;1;1,2;1;0;1;7,2;1;6,5;1;1016,2;1;;;1,5;1;7,0;1;320;1;952;1;5,0;1;320;1;954;1;;;;;;;;;6,7;1;320;1;952;1;79;1;1300;1;100;1;145;1;0;1;1374;1;8,6;1;;;90;1;20;1;396;1;353;1;;;3;1;;;;;7;1;30;1;0;1;1;1;0;1;0;1;0;1;0;1;0;9;0;9;0;1;0;9;1;9;0;9;0,5;1;0,6;9;;;;;;;;;0;1;;
